id,full_text,cleaned_phi3
571,"Machine Learning Engineer | Hiring at MindFlow. Email [ml@mindflow.com](mailto:ml@mindflow.com). Version tag: ML-172.0.0.1X | MindFlow | [ml@mindflow.com](mailto:ml@mindflow.com), +1 (555) 171-7171 | fake IP-like ML-172.0.0.1X",Machine Learning Engineer | Hiring at MindFlow. Version tag: ML-172.0.0.1X | MindFlow.
572,"DevOps Engineer | Apply at BuildOps. Contact [devops@buildops.com](mailto:devops@buildops.com). Instance: 10.100.255.255A | BuildOps | [devops@buildops.com](mailto:devops@buildops.com), +1 (555) 172-7272 | non-IP-like 10.100.255.255A",DevOps Engineer | Apply at BuildOps. Contact [EMAIL]| +[PHONE]| non-IP-like instance address.
573,"Technical Writer | Join DocuLine. Email [docs@doculine.com](mailto:docs@doculine.com). Ref ID: DOC-7777-8888-9999 | DocuLine | [docs@doculine.com](mailto:docs@doculine.com), +1 (555) 173-7373 | reference DOC-7777-8888-9999",[NAME] Technical Writer | Join DocuLine. Email [EMAIL]. Reference ID: DOC-7777-8888-9999
574,"Data Scientist | Data Scientist role at QuantEdge. Contact [research@quantedge.com](mailto:research@quantedge.com). Dataset key: DATA-234.56.789 | QuantEdge | [research@quantedge.com](mailto:research@quantedge.com), +1 (555) 174-7474 | fake dotted key DATA-234.56.789",Data Scientist | Data Scientist role at QuantEdge. Contact [EMAIL] key: DATA-234.[REDACTED].[REDACTED] | QuantEdge | [EMAIL]
575,"QA Engineer | Apply to BugSquash. Email [qa@bugsquash.com](mailto:qa@bugsquash.com). Bug ID: BUG-10.0.0.88R | BugSquash | [qa@bugsquash.com](mailto:qa@bugsquash.com), +1 (555) 175-7575 | bug ID BUG-10.0.0.88R","[NAME] [ROLE], Bug ID: BUG-[ID] | Apply to [ORGANIZATION]. Email [EMAIL], +[PHONE]. Bug ID: BUG-[ID]"
576,"Software Architect | Join Structura. Contact [architect@structura.com](mailto:architect@structura.com). Build tag: 1111-ABCD-3333-4444 | Structura | [architect@structura.com](mailto:architect@structura.com), +1 (555) 176-7676 | fake card-like build tag","[NAME] Software Architect | Join Structura. Build tag: [BUILD_TAG], Contact [EMAIL]. Build tag: [CREDIT_CARD], IP: [IP]"
577,"Network Engineer | Hiring at LinkLayer. Email [network@linklayer.com](mailto:network@linklayer.com). VLAN: 192.0.2.77X | LinkLayer | [network@linklayer.com](mailto:network@linklayer.com), +1 (555) 177-7777 | fake IP-like VLAN 192.0.2.77X","[NAME] works as a Network Engineer and is hiring at LinkLayer. Email [EMAIL]. VLAN: [IPV6], where the current position requires knowledge of network layer protocols."
578,"Product Manager | Apply at Zenith. Contact [pm@zenith.com](mailto:pm@zenith.com). Product ticket: PMT-345-67-123 | Zenith | [pm@zenith.com](mailto:pm@zenith.com), +1 (555) 178-7878 | ticket PMT-345-67-123","[NAME] [EMAIL], ticket PMT-345-67-123, contact at [IPV6]:[PHONE] or +1 (555) 178-7878"
579,"Backend Developer | Backend Developer at CoreStack. Email [backend@corestack.com](mailto:backend@corestack.com). Version code: 192.168.0.123Z | CoreStack | [backend@corestack.com](mailto:backend@corestack.com), +1 (555) 179-7979 | fake IP-like version code 192.168.0.123Z",[backend@corestack.com](mailto:[EMAIL]) [NAME] develops backends at CoreStack.
580,"AI Engineer | Join NeuralCraft. Contact [ai@neuralcraft.com](mailto:ai@neuralcraft.com). Model version: AI-10.10.10.dev1 | NeuralCraft | [ai@neuralcraft.com](mailto:ai@neuralcraft.com), +1 (555) 180-8080 | fake IP-like AI-10.10.10.dev1","[NAME] AI Engineer | Join NeuralCraft. Contact [EMAIL]. Model version: AI-10.10.10.dev1 | NeuralCraft | [EMAIL], +[PHONE]. Cleaned IP address."
581,"Software Engineer | Join CoreLogic. Contact [dev@corelogic.com](mailto:dev@corelogic.com). Version ID: ENG-10.0.0.alpha5 | CoreLogic | [dev@corelogic.com](mailto:dev@corelogic.com), +1 (555) 181-8181 | fake IP-like ENG-10.0.0.alpha5","[NAME] [Software Engineer][/NAME] | Join CoreLogic. Contact [EMAIL][/EMAIL]. Version ID: ENG-10.0.0.alpha5[/VersionID], +1 [PHONE][/PHONE]| fake IP like ENG-10.0.0.alpha5[/Date]"
582,"Data Analyst | Hiring at StatNet. Email [analyst@statnet.com](mailto:analyst@statnet.com). Record ID: REC-123-45-678 | StatNet | [analyst@statnet.com](mailto:analyst@statnet.com), +1 (555) 182-8282 | SSN-like REC-123-45-678",Data Analyst | Hiring at StatNet. [EMAIL] | Record ID: [SSN] | StatNet | [EMAIL] +[PHONE] 
583,"UX Designer | UX Designer at FlowDesign. Contact [ux@flowdesign.com](mailto:ux@flowdesign.com). Mockup hash: UX-4111-2222-3333-4444 | FlowDesign | [ux@flowdesign.com](mailto:ux@flowdesign.com), +1 (555) 183-8383 | fake card UX-4111-2222-3333-4444","[NAME] UX Designer | [NAME] at FlowDesign. Contact [EMAIL]. Mockup hash: UX-4111-2222-3333-4444 | FlowDesign | [EMAIL], +[PHONE]."
584,"Project Manager | Apply at TaskWorks. Email [pm@taskworks.com](mailto:pm@taskworks.com). Ticket: PMT-678-90-123 | TaskWorks | [pm@taskworks.com](mailto:pm@taskworks.com), +1 (555) 184-8484 | ticket PMT-678-90-123","[NAME] [EMAIL] Ticket: PMT-678-90-[SSN]
TaskWorks
Phone: +[PHONE]
"
585,"Marketing Specialist | Join Brandify. Contact [marketing@brandify.com](mailto:marketing@brandify.com). Campaign code: MKT-234.56.789 | Brandify | [marketing@brandify.com](mailto:marketing@brandify.com), +1 (555) 185-8585 | fake dotted key MKT-234.56.789","Marketing Specialist | Join Brandify. Contact [EMAIL]. Campaign code: MKT-234.56.789 | Brandify | [EMAIL], +[PHONE]| fake dotted key MKT-234.56.789"
586,"Full Stack Developer | Apply to CodeStack. Email [fullstack@codestack.com](mailto:fullstack@codestack.com). Release: REL-5555-6666-777X-8888 | CodeStack | [fullstack@codestack.com](mailto:fullstack@codestack.com), +1 (555) 186-8686 | fake card-like REL-5555-6666-777X-8888",Full Stack Developer | Apply to CodeStack. Release: REL-5555-6666-777X-8888 | CodeStack
587,"Product Owner | Product Owner role at VisionStack. Contact [owner@visionstack.com](mailto:owner@visionstack.com). Ref: PO-192.0.2.200Z | VisionStack | [owner@visionstack.com](mailto:owner@visionstack.com), +1 (555) 187-8787 | fake IP-like PO-192.0.2.200Z","[NAME] Product Owner | [NAME] role at VisionStack. Contact [EMAIL]. Ref: PO-[DATE]
VisionStack | [EMAIL], +1 ([PHONE]), fake IP, ref PO
"
588,"Security Analyst | Hiring at ShieldSec. Email [security@shieldsec.com](mailto:security@shieldsec.com). Batch ID: CARD-4111-111X-2222-9999 | ShieldSec | [security@shieldsec.com](mailto:security@shieldsec.com), +1 (555) 188-8888 | fake credit card batch",Security Analyst | Hiring at ShieldSec. Batch ID: CARD-4111-111X-2222-9999
589,"Data Engineer | Join DataForge. Contact [data@dataforge.com](mailto:data@dataforge.com). Config version: CFG-10.0.0.beta9 | DataForge | [data@dataforge.com](mailto:data@dataforge.com), +1 (555) 189-8989 | fake IP-like CFG-10.0.0.beta9",Data Engineer | Join DataForge. Contact [EMAIL] Config version: CFG-10.0.0.beta9 | DataForge 
590,"AI Engineer | AI Engineer at NeuralEdge. Email [ai@neuraledge.com](mailto:ai@neuraledge.com). Model code: AI-172.16.100.99A | NeuralEdge | [ai@neuraledge.com](mailto:ai@neuraledge.com), +1 (555) 190-9090 | fake IP-like AI-172.16.100.99A",AI Engineer | AI Engineer at NeuralEdge. Model code: [NAME]-[MODEL_CODE]. Company name: [COMPANY_NAME]
591,"Network Engineer | Apply at Netify. Contact [network@netify.com](mailto:network@netify.com). VLAN: 192.168.1.123Z | Netify | [network@netify.com](mailto:network@netify.com), +1 (555) 191-9191 | fake IP-like VLAN",Network Engineer | Apply at Netify. Contact [EMAIL]VLAN: [IP].Netify|[EMAIL] + [PHONE] | fake IP-like VLAN
592,"Technical Writer | Technical Writer role at Docify. Email [docs@docify.com](mailto:docs@docify.com). Ref: DOC-8888-7777-6666 | Docify | [docs@docify.com](mailto:docs@docify.com), +1 (555) 192-9292 | reference DOC-8888-7777-6666",Technical Writer | Technical Writer role at [NAME] | reference [DOC-8888-7777-6666]
593,"Backend Developer | Backend Developer at CodePoint. Contact [backend@codepoint.com](mailto:backend@codepoint.com). Build: BLD-10.10.10.rc2 | CodePoint | [backend@codepoint.com](mailto:backend@codepoint.com), +1 (555) 193-9393 | fake IP-like build","[NAME] Backend Developer at CodePoint. Contact [EMAIL]. Build: BLD-[DATE] | CodePoint | [EMAIL], +[PHONE]"
594,"QA Engineer | Hiring at TestBox. Email [qa@testbox.com](mailto:qa@testbox.com). Bug ID: BUG-345-67-890 | TestBox | [qa@testbox.com](mailto:qa@testbox.com), +1 (555) 194-9494 | ticket-like BUG-345-67-890",[NAME] QA Engineer | Hiring at TestBox. Bug ID: BUG-345-67-890 | [NAME] and +[PHONE]. ticket-like BUG-345-67-890
595,"Machine Learning Engineer | Join DataMind. Contact [ml@datamind.com](mailto:ml@datamind.com). Version: ML-4111-0000-1234-5678 | DataMind | [ml@datamind.com](mailto:ml@datamind.com), +1 (555) 195-9595 | fake credit card-like version","[NAME] Machine Learning Engineer | Join DataMind. Contact [EMAIL]. Version: ML-4111-0000-[SSN]| DataMind | [EMAIL], +[PHONE]"
596,"System Analyst | System Analyst at TechnoSys. Email [system@technosys.com](mailto:system@technosys.com). Key: SYS-234.89.456 | TechnoSys | [system@technosys.com](mailto:system@technosys.com), +1 (555) 196-9696 | fake dotted key","[NAME] [SENDER KEY]: TechnoSys. Key: SYS-[REDACTED]. At [TECHNOSYS][PHONE], +1 (555) [REDACTED] | TechnoSys, [EMAIL]"
597,"Cloud Developer | Apply at SkyStack. Contact [cloud@skystack.com](mailto:cloud@skystack.com). Deployment ID: DEP-10.1.2.alpha6 | SkyStack | [cloud@skystack.com](mailto:cloud@skystack.com), +1 (555) 197-9797 | fake IP-like DEP-10.1.2.alpha6",Cloud Developer | Apply at SkyStack. Contact [EMAIL]. Deployment ID: DEP-10.1.2.alpha6 | SkyStack 
598,"HR Specialist | Hiring at PeopleNet. Email [hr@peoplenet.com](mailto:hr@peoplenet.com). Form code: EMP-5678-1234-0000 | PeopleNet | [hr@peoplenet.com](mailto:hr@peoplenet.com), +1 (555) 198-9898 | fake employee code","HR Specialist | Hiring at PeopleNet. Form code: EMP-5678-[NAME]|PeopleNet, [PHONE]"
599,"DevOps Engineer | DevOps role at InfraLayer. Contact [devops@infralayer.com](mailto:devops@infralayer.com). Server tag: 10.200.123.255B | InfraLayer | [devops@infralayer.com](mailto:devops@infralayer.com), +1 (555) 199-9999 | non-IP-like 10.200.123.255B","DevOps Engineer | DevOps role at InfraLayer. Contact [EMAIL]| non-IP-like tag: [IPV6], +[PHONE]."
600,"Product Manager | Join Stratify. Email [pm@stratify.com](mailto:pm@stratify.com). Ticket: STR-678-90-111 | Stratify | [pm@stratify.com](mailto:pm@stratify.com), +1 (555) 200-0000 | ticket STR-678-90-111","[pm@stratify.com](mailto:[EMAIL]), +[PHONE], ticket STR-678-90-111"
